ID,Название,Департамент,Город,Опыт,Расписание,Формат работы,Рабочие часы,График,Зарплата,Ссылка,Требования,Зона ответственности
129605023,Стажёр в IT-команду дата-центра (ЦОД) Яндекса,Yandex Infrastructure,Владимир,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129605023,"Готовы работать по графику 5/2 и уделять стажировке 40 часов в неделю. Хорошо знакомы с устройством ПК, принципами его работы...","Заниматься техническим обслуживанием парка серверов, монтировать и вводить в эксплуатацию серверное и сетевое оборудование. Выполнять поручения системных администраторов и сетевых..."
129395734,Junior IT-рекрутер в отдел стажировок,Яндекс,Москва,От 1 года до 3 лет,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129395734,Готовы работать в высоком темпе и с большим количеством кандидатов одновременно.,"Вести рекрутмент полного цикла: искать кандидатов, отбирать заявки, подбирать команды. Общаться с нанимающими менеджерами: консультировать по процессам, управлять сроком подбора. "
129280001,Младший специалист по тендерам,"Облачные, инфраструктурные сервисы и Яндекс 360 ",Москва,От 1 года до 3 лет,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129280001,"Получили высшее образование (экономическое, финансовое или юридическое). Работали в тендерном отделе со стороны поставщика более двух лет (рассматриваем кандидатов с...","Подготовка заявок на участие в тендерах. Вам нужно будет заполнять формы, собирать документы, в рамках подготовки заявок координировать работу команд..."
129775328,Менеджер по работе с корпоративными клиентами (junior level),Яндекс,Ош,Нет опыта,Удаленная работа,Удалённо,8 часов,5/2,Не указана,https://hh.ru/vacancy/129775328,Грамотно пишешь и говоришь на русском и на кыргызском языках. Работал в сфере продаж (желательно В2В сегмент) либо...,Развивать действующую клиентскую базу. Выстраивать долгосрочные отношения с клиентами. Аккуратно и вдумчиво работать в CRM-системе. Следить за сроком и...
129711945,Стажёр — Unity-разработчик в Плюс Детям,Плюс Фантех ,Москва,Нет опыта,Полный день,Гибрид,"8 часов, По договорённости",5/2,Не указана,https://hh.ru/vacancy/129711945,Хорошо знаете C# и понимаете ООП. Обладаете хорошей математической и алгоритмической базой. Разбираетесь в базовых алгоритмах и структурах данных.,"Технические доработки. Вам предстоит улучшать качество кода, инфраструктуру, производительность и безопасность, не меняя при этом внешнюю функциональность для пользователя. Автоматизация. "
129767039,Стажер-разработчик бэкенда,Яндекс,Москва,Нет опыта,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129767039,Что нужно уметь: — Разбираться в алгоритмах и классических структурах данных.,"Разрабатывают сервис для автономного такси и роботов‑доставщиков. — Если вы участвовали в учебных или реальных проектах, хакатонах и олимпиадах по..."
129907422,Стажер iOS/Flutter,Яндекс,Москва,Нет опыта,Гибкий график,,По договорённости,Свободный,Не указана,https://hh.ru/vacancy/129907422,Базовое знание Swift / Dart для направлений iOS или Flutter соответственно. Умение решать алгоритмические задачи. Хотя бы минимальный опыт создания приложений...,"IOS-разработка. Flutter-разработка. Чтобы подать заявку на участие, нужно будет заполнить заявку на сайте, нажав “Откликнуться”."
129662104,Младший CRM-менеджер рекламного направления,Яндекс Доставка,Москва,От 1 года до 3 лет,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129662104,"Настраивали или оптимизировали процессы и документооборот (будет большим плюсом). Работали в ecom, ритейле, финтехе, на маркетплейсах или в IT-продуктах. ",Построение и оптимизация процесса запуска рекламных кампаний с нуля. Разработать и внедрить полный процесс работы с рекламными кампаниями — от запуска...
124415892,Младший специалист по B2B-продажам,Яндекс Доставка,Ташкент,От 1 года до 3 лет,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/124415892,"Готовы к новым и интересным задачам, принятию оперативных, самостоятельных решений. - Активны, обучаемы, четко и уверенно выражаете свои мысли.",Активное привлечение и работа с действующими клиентами. - Адаптация клиентов в работе с нашим продуктом (проведение обучения для клиента). - 
129711271,Стажер-инженер по автоматизации тестирования в Финтех Java/Kotlin,"Финтех, Плюс Фантех ",Москва,Нет опыта,Полный день,"На месте работодателя, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129711271,"Понимаете, что такое теория тестирования и жизненный цикл ПО. Знакомы с принципами и подходами в автоматизации тестирования. Знаете основы работы...",Поддержка и развитие систем автоматизированного тестирования. Совместно с ментором вы будете участвовать в создании автоматизированных сценариев для проверки продукта. 
129933869,Младший специалист по развитию новых бизнесов (со знанием английского языка),Яндекс Доставка,Ростов-на-Дону,От 1 года до 3 лет,Удаленная работа,Удалённо,9 часов,5/2,52 000 - 62 400,https://hh.ru/vacancy/129933869,"Знаете английский язык на уровне B2 или C1. Готовы активно изучать незнакомые рынки и бизнес-модели, постоянно учиться...","Помогать с ведением проектов от А до Я: управление сроками (timeline management), документооборот, организация follow-up встреч. Осуществлять сбор метрик..."
129605024,Стажёр в IT-команду дата-центра (ЦОД) Яндекса,Yandex Infrastructure,Рязань,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129605024,"Готовы работать по графику 5/2 и уделять стажировке 40 часов в неделю. Хорошо знакомы с устройством ПК, принципами его работы...","Заниматься техническим обслуживанием парка серверов, монтировать и вводить в эксплуатацию серверное и сетевое оборудование. Выполнять поручения системных администраторов и сетевых..."
129605022,Стажёр в IT-команду дата-центра (ЦОД) Яндекса,Yandex Infrastructure,Сасово,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129605022,"Готовы работать по графику 5/2 и уделять стажировке 40 часов в неделю. Хорошо знакомы с устройством ПК, принципами его работы...","Заниматься техническим обслуживанием парка серверов, монтировать и вводить в эксплуатацию серверное и сетевое оборудование. Выполнять поручения системных администраторов и сетевых..."
129767342,Стажер-разработчик бэкенда,Яндекс,Новосибирск,Нет опыта,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129767342,Что нужно уметь: — Разбираться в алгоритмах и классических структурах данных.,"Разрабатывают сервис для автономного такси и роботов‑доставщиков. — Если вы участвовали в учебных или реальных проектах, хакатонах и олимпиадах по..."
129767195,Стажер-разработчик бэкенда,Яндекс,Санкт-Петербург,Нет опыта,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129767195,Что нужно уметь: — Разбираться в алгоритмах и классических структурах данных.,"Разрабатывают сервис для автономного такси и роботов‑доставщиков. — Если вы участвовали в учебных или реальных проектах, хакатонах и олимпиадах по..."
129767279,Стажер-разработчик бэкенда,Яндекс,Екатеринбург,Нет опыта,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129767279,Что нужно уметь: — Разбираться в алгоритмах и классических структурах данных.,"Разрабатывают сервис для автономного такси и роботов‑доставщиков. — Если вы участвовали в учебных или реальных проектах, хакатонах и олимпиадах по..."
129933827,Младший специалист по развитию новых бизнесов (со знанием английского языка),Яндекс Доставка,Воронеж,От 1 года до 3 лет,Удаленная работа,Удалённо,9 часов,5/2,52 000 - 62 400,https://hh.ru/vacancy/129933827,"Знаете английский язык на уровне B2 или C1. Готовы активно изучать незнакомые рынки и бизнес-модели, постоянно учиться...","Помогать с ведением проектов от А до Я: управление сроками (timeline management), документооборот, организация follow-up встреч. Осуществлять сбор метрик..."
129961702,Младший QA-инженер в VK,VK,Санкт-Петербург,От 1 года до 3 лет,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129961702,"Опыт тестирования web, backend и API. Понимание веб-технологий, сетевых протоколов и баз данных. Опыт работы с SQL базами данных...",Локализация потенциальных багов. Ответственность за качество процессов пострелизного сопровождения. Сопровождение процессов инцидент-менеджмента команды. Взаимодействие с продуктовыми командами в целях...
129602442,Младший юрист в VK,VK,Москва,От 1 года до 3 лет,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129602442,"Высшее юридическое образование. Твёрдое знание гражданского и корпоративного законодательства, понимание видов и особенностей ценных бумаг. Ответственность, умение работать на результат...",Правовое сопровождение обязательств по соблюдению требований законодательства о противодействии неправомерному использованию инсайдерской информации: подготовка уведомлений о включении в список (об...
129526276,Младший iOS-разработчик,"VK, Одноклассники",Санкт-Петербург,От 1 года до 3 лет,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129526276,"Tracer для крэшей, non-fatal и метрик. GCD + иногда Combine/ReactiveSwift, приветствуется Swift Concurrency. Самостоятельно проектировать и реализовывать новую...",Мы отвечаем за полный цикл разработки продуктовой задачи — от её формулирования до реализации и запуска на всех поддерживаемых платформах. 
128786625,Младший специалист в отдел идентификации клиентов,Т-Банк. Бизнес и процессы. Compliance ,Ростов-на-Дону,От 1 года до 3 лет,Удаленная работа,Удалённо,11 часов,2/2,64 834 - 81 000,https://hh.ru/vacancy/128786625,"У вас есть опыт в сфере обслуживания клиентов (желательно на звонках) от 6 месяцев, опыт работы в банковской сфере — будет...","Проверять обращения клиентов на признаки мошенничества — вовремя распознавать подозрительные кейсы. Проводить идентификацию клиента и оценивать риски, если в банк обращается..."
129199504,"Бизнес-аналитик (Junior+, Middle, Senior)",Т-Банк. ИТ. Аналитика,Минск,От 1 года до 3 лет,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/129199504,У вас есть опыт работы бизнес-аналитиком или системным аналитиком в продуктовой команде ИТ-компании или в консалтинге от 1...,"Вести проекты разного уровня сложности, генерировать идеи и контролировать выполнение задач командой. Собирать, верифицировать, анализировать и описывать бизнес-требования заказчиков. "
129439087,Младший специалист по фрод-мониторингу,Т-Банк. Бизнес и процессы. Консультирование,Москва,От 1 года до 3 лет,Полный день,Гибрид,"8 часов, 11 часов","5/2, 2/2",84 000 - 120 000,https://hh.ru/vacancy/129439087,"Рассматриваем кандидатов с любым опытом работы не менее 6 месяцев, будет плюсом опыт работы в антифроде или эквайринге. ","Следить за операциями клиентов в режиме онлайн и выявлять подозрительные транзакции. Совершать исходящие звонки, чтобы подтвердить операции и убедиться в..."
129278319,Младший разработчик Rust,Т-Банк. ИТ. Разработка,Москва,От 1 года до 3 лет,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129278319,"Высшее техническое образование, готовы рассмотреть так же студентов 3-4 курсов на 40 часов/неделя. Умение писать код серверных приложений...","Реальный mission-critical прод с нормальной нагрузкой. Опытную команду разработчиков и системных аналитиков. Выстроенные процессы проектирования, разработки, тестирования и мониторинга. "
129465860,Младший менеджер репутационного маркетинга,Т-Банк. Бизнес и процессы. Маркетинг,Москва,От 1 года до 3 лет,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129465860,"Опыт работы в репутационном маркетинге от 1,5 лет. Опыт работы с семантическим ядром. Знать, что такое ключевые слова, частотность...",Разметка тональности материалов о бренде/конкурентах в соцмедиа в зависимости от источника и содержания контента. Подбор ключевых слов. 
128296648,Младший специалист по фрод-мониторингу,Т-Банк. Бизнес и процессы. Консультирование,Казань,От 1 года до 3 лет,Удаленная работа,Удалённо,"8 часов, 11 часов","5/2, 2/2",63 000 - 90 000,https://hh.ru/vacancy/128296648,"У вас есть опыт работы в антифроде, продажах, коллекторских агентствах от 6 месяцев. У вас аналитический склад ума — умеете находить...","Следить за операциями клиентов в режиме онлайн и выявлять подозрительные транзакции. Совершать исходящие звонки, чтобы подтвердить операции и убедиться в..."
119867578,Frontend-разработчик React (junior),Т-Банк. ИТ. Разработка,Пермь,От 1 года до 3 лет,Удаленная работа,"На месте работодателя, Удалённо",8 часов,5/2,Не указана,https://hh.ru/vacancy/119867578,"Разрабатывать клиентские и внутренние интерфейсы и сопутствующие инструменты. Внедрять новые технологии и практики. Непрерывно обучаться, совершенствовать свои знания и навыки. ",В большинстве команд используем общий стек: технический радар Т-Банка. Проводим регулярные (но не слишком частые) общие встречи внутреннего фронтенд...
129161477,Младший специалист по сопровождению размещения банкоматов,Т-Банк. Бизнес и процессы. Финансы,Москва,От 1 года до 3 лет,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129161477,У вас есть опыт работы с большими массивами информации. Умеете вести деловые переговоры с контрагентами и транспортными компаниями. ,"Координировать размещение банкоматов и терминалов на местах установок (без поиска новых локаций), контролировать готовность локаций. Согласовывать условия монтажа оборудования с..."
127479615,Младший специалист по фрод-мониторингу,Т-Банк. Бизнес и процессы. Консультирование,Нижний Новгород,От 1 года до 3 лет,Полный день,Гибрид,"8 часов, 11 часов","5/2, 2/2",63 000 - 90 000,https://hh.ru/vacancy/127479615,"У вас есть опыт работы в антифроде, продажах, коллекторских агентствах от 6 месяцев. У вас аналитический склад ума — умеете находить...","Следить за операциями клиентов в режиме онлайн и выявлять подозрительные транзакции. Совершать исходящие звонки, чтобы подтвердить операции и убедиться в..."
120431692,Frontend-разработчик React (junior),Т-Банк. ИТ. Разработка,Санкт-Петербург,От 1 года до 3 лет,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/120431692,"Разрабатывать клиентские и внутренние интерфейсы и сопутствующие инструменты. Внедрять новые технологии и практики. Непрерывно обучаться, совершенствовать свои знания и навыки. ",В большинстве команд используем общий стек: технический радар Т-Банка. Проводим регулярные (но не слишком частые) общие встречи внутреннего фронтенд...
128542026,Младший специалист по фрод-мониторингу,Т-Банк. Бизнес и процессы. Консультирование,Ярославль,От 1 года до 3 лет,Удаленная работа,Удалённо,"8 часов, 11 часов","5/2, 2/2",58 800 - 84 000,https://hh.ru/vacancy/128542026,"У вас есть опыт работы в антифроде, продажах, коллекторских агентствах от 6 месяцев. У вас аналитический склад ума — умеете находить...","Следить за операциями клиентов в режиме онлайн и выявлять подозрительные транзакции. Совершать исходящие звонки, чтобы подтвердить операции и убедиться в..."
127173219,Младший специалист по фрод-мониторингу,Т-Банк. Бизнес и процессы. Консультирование,Самара,От 1 года до 3 лет,Полный день,Гибрид,"8 часов, 11 часов","5/2, 2/2",58 800 - 84 000,https://hh.ru/vacancy/127173219,"У вас есть опыт работы в антифроде, продажах, коллекторских агентствах от 6 месяцев. У вас аналитический склад ума — умеете находить...","Следить за операциями клиентов в режиме онлайн и выявлять подозрительные транзакции. Совершать исходящие звонки, чтобы подтвердить операции и убедиться в..."
128798785,Frontend-разработчик Angular (junior),Т-Банк. ИТ. Разработка,Нижний Новгород,От 1 года до 3 лет,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/128798785,У вас есть опыт коммерческой фронтенд-разработки с JavaScript от года. Работали с Angular и JS. Есть высшее образование по...,"Разрабатывать новую функциональность, оптимизировать и поддерживать существующий код. Участвовать в командной разработке. Совершенствовать технические инструменты. Внедрять новые технологии и практики."
128150045,Младший специалист по фрод-мониторингу,Т-Банк. Бизнес и процессы. Консультирование,Великий Новгород,От 1 года до 3 лет,Удаленная работа,Удалённо,"8 часов, 11 часов","5/2, 2/2",58 800 - 84 000,https://hh.ru/vacancy/128150045,"У вас есть опыт работы в антифроде, продажах, коллекторских агентствах от 6 месяцев. У вас аналитический склад ума — умеете находить...","Следить за операциями клиентов в режиме онлайн и выявлять подозрительные транзакции. Совершать исходящие звонки, чтобы подтвердить операции и убедиться в..."
125727067,Младший инженер по сборке,Т-Банк. Другое,Мытищи (Московская область),От 1 года до 3 лет,Полный день,На месте работодателя,11 часов,Другое,от 75 000,https://hh.ru/vacancy/125727067,Желателен опыт работы на сборочных участках электронного оборудования. Умение работать с электроинструментами и измерительными приборами. Ответственность и исполнительность.,Сборка банкоматов (модернизация). Подготовка (частичная разборка) банкоматов к покраске и их последующая сборка. Подготовка оборудования к отгрузке (упаковка). 
120431796,Frontend-разработчик React (junior),Т-Банк. ИТ. Разработка,Рязань,От 1 года до 3 лет,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/120431796,"Разрабатывать клиентские и внутренние интерфейсы и сопутствующие инструменты. Внедрять новые технологии и практики. Непрерывно обучаться, совершенствовать свои знания и навыки. ",В большинстве команд используем общий стек: технический радар Т-Банка. Проводим регулярные (но не слишком частые) общие встречи внутреннего фронтенд...
128543875,Младший специалист по фрод-мониторингу,Т-Банк. Бизнес и процессы. Консультирование,Воронеж,От 1 года до 3 лет,Удаленная работа,Удалённо,"8 часов, 11 часов","5/2, 2/2",58 800 - 84 000,https://hh.ru/vacancy/128543875,"У вас есть опыт работы в антифроде, продажах, коллекторских агентствах от 6 месяцев. У вас аналитический склад ума — умеете находить...","Следить за операциями клиентов в режиме онлайн и выявлять подозрительные транзакции. Совершать исходящие звонки, чтобы подтвердить операции и убедиться в..."
128931394,Frontend-разработчик React (junior),Т-Банк. ИТ. Разработка,Томск,От 1 года до 3 лет,Полный день,,8 часов,5/2,Не указана,https://hh.ru/vacancy/128931394,"Разрабатывать клиентские и внутренние интерфейсы и сопутствующие инструменты. Внедрять новые технологии и практики. Непрерывно обучаться, совершенствовать свои знания и навыки. ",В большинстве команд используем общий стек: технический радар Т-Банка. Проводим регулярные (но не слишком частые) общие встречи внутреннего фронтенд...
129964246,Junior OLAP-разработчик,,Москва,От 1 года до 3 лет,Удаленная работа,Удалённо,8 часов,5/2,Не указана,https://hh.ru/vacancy/129964246,"Обладаете базовыми знаниями SQL (умеете писать запросы с JOIN, агрегацией, понимаете индексы). Обладаете базовым пониманием и большим интересом к ClickHouse...","Участвовать в развитии системы сбора данных: помогать настраивать и поддерживать пайплайны передачи данных из разных источников (логи, метрики) в ClickHouse. "
129583971,Junior Data Analyst (Автоматизация складов),,Москва,Нет опыта,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129583971,"Уверенные базовые знания SQL (SELECT, JOIN, GROUP BY, WHERE, подзапросы). Владение Excel: сводные таблицы, фильтры, формулы, простые визуализации. ","Подготовка и обновление регулярных отчётов по процессам (в Excel, SQL). Выполнение SQL-запросов в ClickHouse по шаблонам и под конкретные..."
124007025,Инженер ТСБ,,Москва,От 3 до 6 лет,Полный день,На месте работодателя,8 часов,5/2,от 210 000,https://hh.ru/vacancy/124007025,"Опыт работы с системами технических средств безопасности: настройка и поддержка видеонаблюдения, СКУД. Знание сетевой инфраструктуры и принципов её построения. ","Обеспечение отказоустойчивости ТСБ: внедрение аналитических систем для автоматического выявления и устранения неисправностей, включая автоматические оповещения и обработку типовых сбоев. "
129351867,Junior HR BP Склады (People partner),,Москва,От 1 года до 3 лет,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129351867,"У вас есть знания и практика в области кадрового делопроизводства (КДП): сопровождение полного цикла — приёмы, переводы, уверенное применение норм ТК...","Сопровождать кадровые процессы — приёмы, переводы. Сопровождать расчёт и планирование ФОТ, составлять бюджет по подразделениям, контролировать соответствие расходов бюджету, участвовать в..."
129419703,Младший специалист фрод-мониторинга,,Санкт-Петербург,От 1 года до 3 лет,Удаленная работа,Удалённо,12 часов,2/2,Не указана,https://hh.ru/vacancy/129419703,"У вас есть высшее образование. Имеете опыт работы в аналитике, antifraud, безопасности, модерации товарных карточек или смежных областях -это будет...",Проведение потоковой проверки товарных карточек и пользовательских отзывов на наличие нарушений в соответствии с установленными SLA и уровнями качества. 
129649086,Junior HR BP / HR Business Partner (Логистика),,Москва,От 1 года до 3 лет,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129649086,"У вас есть знания и практика в области кадрового делопроизводства (КДП): сопровождение полного цикла — приёмы, переводы, уверенное применение норм ТК...","Сопровождать кадровые процессы — приёмы, переводы. Сопровождать расчёт и планирование ФОТ, составлять бюджет по подразделениям, контролировать соответствие расходов бюджету, участвовать в..."
129966980,Младший аналитик данных,Ozon fresh,Москва,От 1 года до 3 лет,Полный день,Гибрид,8 часов,5/2,Не указана,https://hh.ru/vacancy/129966980,"Владение SQL (написание и оптимизация запросов, оконные функции). Владение Python в части построения ETL, работа с Pandas и прочими библиотеками...","Активное взаимодействие с внутренними заказчиками и командой. Анализ коммерческих показателей (продажи, метрики по клиентам/продавцам, финансовые показатели, факторный анализ, выявление..."
129883612,"Стажер в команду продуктовой аналитики, Ozon Банк",Ozon Банк,Москва,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129883612,"Базовое знание SQL (select, join, where, having, group by). Знание продвинутых методов будет плюсом. Базовое знание Python, Pandas и визуализации...",
129869062,"Стажёр - инженер по тестированию Python, Платформа",Ozon Tech,Москва,Нет опыта,Удаленная работа,"На месте работодателя, Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129869062,"Учеба на технической специальности бакалавриата или магистратуры на данный момент. Знания теоретической базы тестирования (основные виды и типы тестирования, пирамида...","Заниматься развитием автоматизации тестирования в сервисах, предоставляющих услуги базы данных. Ручное тестирование только в рамках знакомства с системой, новой функциональностью. "
129960103,"Стажёр-инженер по автотестированию, Метапоиск, Ozon Tech",Ozon Tech,Москва,Нет опыта,Удаленная работа,"На месте работодателя, Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129960103,"Навыки работы с инструментарием для тестирования (Postman, Swagger). Базовые знания SQL (умение писать основные запросы). Знание любого языка программирования на...","Цель нашей команды — обеспечивать правильное, построение виджетов на поисковой выдаче. Мы отвечаем за то, в каком виде увидит пользователь поисковую..."
129887140,"Стажёр в команду внутреннего обучения, Ozon Tech",Стажировки Ozon Tech,Москва,Нет опыта,Полный день,"На месте работодателя, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129887140,Способность эффективно работать в режиме многозадачности. Активная любознательность и нацеленность на улучшение процессов. Умение воспринимать и применять обратную связь. ,Сопровождение вебинарных курсов: Редактирование презентаций от экспертов. Постановка встреч и ведение коммуникаций. Сбор и обработка обратной связи. Присутствие на занятиях...
129463242,"Стажёр в команду SMM и Influence маркетинга, Ozon Банк",Ozon Банк,Москва,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129463242,"Имеешь уверенные навыки работы с основными социальными платформами. Любишь предлагать креативные и нестандартные решения. Имеешь навыки работы в Excel, а...",Участие в реализации SMM-стратегии для социальных сетей компании. Создание и запуск креативных кампаний и контент-планов. Проведение скорринга для...
129528380,"Стажёр-продуктовый дизайнер, Логистика со склада, Ozon Tech",Ozon Tech,Москва,Нет опыта,Удаленная работа,"На месте работодателя, Удалённо, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129528380,"Коммерческий опыт в дизайне от 6 месяцев. Опыт проектирования сложных интерфейсов (CRM, админ-панели и др.). Понимание зачем нужна дизайн...",Обе команды работают над веб-версией и над различными разделами продукта (Поставки / Вывоз и утилизация / Управление остатками / Заказы / Возвраты / Контроль...
129933717,"Стажер в отдел закупок, Ozon Банк",Ozon Банк,Москва,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129933717,Высшее/незаконеченное высшее образование в области финансов или юриспруденции. Понимание процесса закупок и оплаты. Готовность работать 40 часов в неделю.,"Ozon Банк — это подразделение Ozon, где с нуля создаются финансовые продукты для покупателей и продавцов. Среди наших сервисов — собственный банк..."
129728829,"Стажер в юридический департамент, Ozon Банк",Ozon Банк,Москва,Нет опыта,Полный день,На месте работодателя,8 часов,5/2,Не указана,https://hh.ru/vacancy/129728829,Огромное желание развиваться как юристу и перенимать опыт коллег. Высшее образование (последний курс бакалавриата или 1-2 курс магистратуры). ,"Помощь в разборе операционных задач департамента. Помощь в подготовке юридических заключений, в т.ч. в области регулирования финансовых и платежных..."
129874282,"Стажёр-аналитик первой линии SOC, ИБ, Ozon Tech",Ozon Tech,Москва,Нет опыта,Полный день,На месте работодателя,8 часов,"5/2, 2/2",Не указана,https://hh.ru/vacancy/129874282,Аналитический склад ума. Базовые знания в ИБ/профильное образование. Оперативное мышление.,"Основными задачами Отдела SOC являются организация и ведение непрерывного мониторинга состояния защищённости корпоративной вычислительной сети Группы компаний ""Озон"" на всех..."
129764603,"Стажёр-менеджер по внутренним коммуникациям, Ozon Tech",Ozon Tech,Москва,От 1 года до 3 лет,Полный день,"На месте работодателя, Гибрид",8 часов,5/2,Не указана,https://hh.ru/vacancy/129764603,Грамотная устная и письменная речь. Опыт работы с текстами. Опыт организации мероприятий. Гибкость мышления и готовность к работе в условиях...,"Мы с командой ведём внутренние коммуникации, корпоративные мероприятия и клубы Ozon Tech. Отвечаем за регулярные коммуникации, развитие внутренних каналов и..."
